station_name,wigos_station_identifier,traditional_station_identifier,facility_type,latitude,longitude,elevation,territory_name,wmo_region
REVELSTOKE AIRPORT AUTO,0-20000-0-71882,71882,Land (fixed),50.958222,-118.176277,444.7,Canada,IV
RIBSTONE SOUTH AGCM,0-20000-0-71089,71089,Land (fixed),52.58694444,-110.3427778,644,Canada,IV
RICH LAKE AGDM,0-20000-0-71349,71349,Land (fixed),54.5,-111.7,585,Canada,IV
RIDGETOWN RCS,0-20000-0-71307,71307,Land (fixed),42.45,-81.88333333,200.12,Canada,IV
RIVERCOURSE AGCM,0-20000-0-71102,71102,Land (fixed),53.01888889,-110.1019444,669,Canada,IV
RIVIERE AUX FEUILLES,0-20000-0-71743,71743,Land (fixed),57.909731,-72.976014,170.04,Canada,IV
RIVIERE-DU-LOUP,0-20000-0-71715,71715,Land (fixed),47.806084,-69.548447,145.64,Canada,IV
RNKN,0-124-10010-M129000,M129000,Land (fixed),62.813454,-92.089774,25.18,Canada,IV
ROBERTSON LAKE (AUT),0-20000-0-71490,71490,Land (fixed),65.08333333,-102.4166667,230.87,Canada,IV
ROBERVAL A,0-20000-0-71728,71728,Land (fixed),48.51666667,-72.26666667,178.6,Canada,IV
ROBLIN,0-20000-0-71553,71553,Land (fixed),51.18333333,-101.35,539.5,Canada,IV
ROCK RIVER,0-20000-0-71506,71506,Land (fixed),62.981268,-136.220924,732.36,Canada,IV
ROCKGLEN (AUT),0-20000-0-71135,71135,Land (fixed),49.16666667,-105.9666667,913.64,Canada,IV
ROCKY MTN HOUSE (AUT),0-20000-0-71928,71928,Land (fixed),52.4214,-114.9122,988.2,Canada,IV
ROLLING HILLS AGCM,0-20000-0-71105,71105,Land (fixed),50.265,-111.7011111,645,Canada,IV
ROMA,0-124-0-73104,73104,Land (fixed),56.19332,-117.452,559.53,Canada,IV
ROSALIND AGCM,0-20000-0-71202,71202,Land (fixed),52.78027778,-112.4277778,712,Canada,IV
ROSE SPIT (AUT),0-20000-0-71477,71477,Land (fixed),54.1591,-131.6613,6.6,Canada,IV
ROSEMARY AGDM,0-20000-0-71537,71537,Land (fixed),50.83333333,-112.05,714,Canada,IV
ROSETOWN EAST,0-20000-0-71510,71510,Land (fixed),51.565288,-107.923609,588.54,Canada,IV
ROSS RACS-GLCORS,0-124-10010-M023004,M023004,Land (fixed),48.833721,-87.519589,187.16,Canada,IV
ROUYN,0-20000-0-71734,71734,Land (fixed),48.2458,-79.0342,318,Canada,IV
ROWLEY ISLAND,0-20000-0-71088,71088,Land (fixed),69.08333333,-79.03333333,41,Canada,IV
ROYAL ISLAND (AUT),0-124-0-71859,71859,Land (fixed),49.4681,-94.7633,329,Canada,IV
RYCROFT AGCM,0-20000-0-71546,71546,Land (fixed),55.77666667,-118.6680556,575,Canada,IV
Redfish Creek,0-124-15003-2D14P,2D14P,Land (fixed),49.69017,-117.087,2100,Canada,IV
Resolute,0-20008-0-RSL,RSL,Land (fixed),74.71666718,-94.98332977,64,Canada,IV
Resolute Magnetic Observatory,0-124-10001-RES,RES,Land (fixed),74.69,-94.895,30,Canada,IV
Revolution Creek,0-124-15003-1A17P,1A17P,Land (fixed),53.78417,-120.375,1690,Canada,IV
SAANICHTON CFIA,0-124-0-73028,73028,Land (fixed),48.62173,-123.41,24,Canada,IV
SABLE ISLAND,0-20000-0-71600,71600,Land (fixed),43.91666667,-60,5,Canada,IV
SABLE ISLAND,0-20000-0-73025,73025,Land (fixed),43.91666667,-60,5,Canada,IV
SABLE ISLAND A,0-20000-0-71595,71595,Land (fixed),43.94611111,-59.95972222,1.2,Canada,IV
SACHS HARBOUR CLIMATE,0-20000-0-71467,71467,Land (fixed),71.98333333,-125.25,87.5,Canada,IV
SAGLEK,0-20000-0-71335,71335,Land (fixed),58.33333333,-62.58555556,500.5,Canada,IV
SAGONA ISLAND,0-20000-0-71408,71408,Land (fixed),47.36666667,-55.78333333,67,Canada,IV
SAINT JOHN A,0-20000-0-71609,71609,Land (fixed),45.31805556,-65.88555556,108.8,Canada,IV
SAINT-CAMILLE-DE-LELLIS,0-124-0-73105,73105,Land (fixed),46.49469,-70.2074,402.43,Canada,IV
SAINT-GERMAIN-DE-GRANTHAM,0-20000-0-71967,71967,Land (fixed),45.81666667,-72.53333333,76.84,Canada,IV
SAINT-MICHEL-DES-SAINTS,0-20000-0-71737,71737,Land (fixed),46.815583,-74.094028,428.9,Canada,IV
SALLUIT,0-124-0-71641,71641,Land (fixed),62.17945,-75.6703,228,Canada,IV
SALMON ARM CS,0-20000-0-71218,71218,Land (fixed),50.7,-119.2833333,350.5,Canada,IV
SANDHEADS CS,0-20000-0-71209,71209,Land (fixed),49.1059,-123.3034,11,Canada,IV
SANDSPIT AIRPORT AUTO,0-20000-0-71101,71101,Land (fixed),53.249444,-131.813138,6.5,Canada,IV
SANDSPIT,0-20000-0-71111,71111,Land (fixed),53.25416667,-131.8138889,6.4,Canada,IV
SANDY LAKE A,0-20000-0-71587,71587,Land (fixed),53.06416667,-93.34444444,289.9,Canada,IV
SANIKILUAQ,0-20000-0-71643,71643,Land (fixed),56.53333333,-79.25,34,Canada,IV
SANIRAJAK,0-20000-0-71320,71320,Land (fixed),68.76666667,-81.21666667,6.01,Canada,IV
SARNIA CLIMATE,0-20000-0-71746,71746,Land (fixed),42.98333333,-82.3,180.4,Canada,IV
SARNIA,0-20000-0-71704,71704,Land (fixed),42.99944444,-82.30888889,181.4,Canada,IV
SARTINE ISLAND (AUT),0-20000-0-71478,71478,Land (fixed),50.819384,-128.906201,105.57,Canada,IV
SASK CACS-GSD,0-124-10010-965001,965001,Land (fixed),52.196248,-106.398339,600,Canada,IV
SASKATOON DIEFENBAKER INT'L A,0-20000-0-71866,71866,Land (fixed),52.16666667,-106.7166667,504.1,Canada,IV
SASKATOON RCS,0-20000-0-71496,71496,Land (fixed),52.16666667,-106.7166667,503.44,Canada,IV
SATURNA CAPMON,0-20000-0-71914,71914,Land (fixed),48.76666667,-123.1166667,192.51,Canada,IV
SATURNA ISLAND CS,0-20000-0-71473,71473,Land (fixed),48.76666667,-123.0333333,24.11,Canada,IV
SAULT STE MARIE A,0-20000-0-71260,71260,Land (fixed),46.48333333,-84.50944444,192,Canada,IV
SAULT STE. MARIE AIRPORT,0-124-0-73070,73070,Land (fixed),46.47806,-84.5167,187,Canada,IV
SAVANNA AGCM,0-20000-0-71547,71547,Land (fixed),56.07611111,-119.3447222,703,Canada,IV
SC04 WCDA-PGC,0-124-10010-M037002,M037002,Land (fixed),48.92316,-123.704112,32.95,Canada,IV
